rep,task,class,speech_act,cos_index,verdict,rules_hit,spotcheck_sample,cos_text
rep3,t03,3,counter_offer,0,observable,FILE,False,"tally/report.py's to_csv() produces rows with no trailing comma (each row ends after the last field value, before the line terminator)"
rep3,t03,3,counter_offer,1,observable,TEST,False,The existing test suite (pytest) continues to pass with zero failures
rep3,t03,3,counter_offer,2,vague,,False,"Manual verification: splitting any data row on ',' yields exactly len(CSV_FIELDS) elements"
rep3,t05,1,promise,0,observable,FILE+QUOTE,False,"`tally/rates.py` contains `""CAD"": 0.73` in the `RATES` dict"
rep3,t05,1,promise,1,observable,QUOTE,False,"`rates.to_usd(100.0, ""CAD"")` returns `73.0`"
rep3,t05,1,promise,2,observable,QUOTE,False,"`rates.supported_currencies()` includes `""CAD""` in sorted position"
rep3,t05,1,promise,3,observable,QUOTE+FLAG,False,`tally add 50 food --currency CAD` records `amount_usd` of `36.5` in the store
rep3,t05,1,promise,4,observable,QUOTE,False,"`tally report` sums CAD-sourced expenses in USD (no code change needed beyond the rates entry, since report already uses `amount_usd`)"
rep3,t05,1,promise,5,observable,FILE+TEST+QUOTE+NUM,False,"A new test in `tests/test_rates.py` asserts `rates.to_usd(100.0, ""CAD"") == 73.0`"
rep3,t05,1,promise,6,observable,TEST+EXIT+QUOTE,False,The full existing test suite passes (`pytest` exits 0)
rep3,t06,2,promise,0,observable,QUOTE,False,"Unused imports removed: `Dict`, `List`, and `Optional` are imported from `typing` but never referenced anywhere in the file"
rep3,t06,2,promise,1,observable,QUOTE,False,`next_id` simplified: currently builds a full intermediate list before calling max(); replaced with a generator expression and `default=0` to avoid the list allocation
rep3,t06,2,promise,2,observable,QUOTE,False,"`find_expense` simplified: for-loop replaced with a `next()` expression, which is the idiomatic Python pattern for this shape of lookup"
rep3,t06,2,promise,3,observable,FILE+TEST+QUOTE,False,All tests in `tests/test_store.py` pass unchanged after the edits
rep3,t07,3,counter_offer,0,observable,FILE+QUOTE,False,A `week_key(date)` helper is added to `tally/utils.py` that returns an ISO week key (e.g. `2024-W10`) where Monday is always the first day of the week (ISO 8601 `date.isocalendar()`).
rep3,t07,3,counter_offer,1,observable,FILE+QUOTE,False,`filter_expenses` in `tally/report.py` accepts an optional `week` parameter and filters correctly using `week_key`.
rep3,t07,3,counter_offer,2,observable,FILE+QUOTE+FLAG,False,The `report` subcommand in `tally/cli.py` accepts a `--week YYYY-WNN` argument and passes it through to `format_report`.
rep3,t07,3,counter_offer,3,observable,FILE+TEST+QUOTE,False,At least one test in `tests/test_report.py` or `tests/test_cli.py` verifies that expenses straddling a Sunday/Monday boundary land in the correct Monday-anchored week.
rep3,t07,3,counter_offer,4,observable,TEST+QUOTE,False,`pytest` passes with no failures.
rep3,t08,4,promise,0,observable,QUOTE,False,`store.add_expense` no longer calls `normalize()` or stores an `amount_usd` field — only `original_amount` and `original_currency` are written to the record
rep3,t08,4,promise,1,observable,QUOTE,False,"All report functions (`category_totals`, `grand_total`, `monthly_summary`, `overall_stats`, `format_expense_list`, `budget_status`) compute USD on the fly via `normalize(exp['original_amount'], exp['original_currency'])` instead of reading `exp['amount_usd']`"
rep3,t08,4,promise,2,observable,QUOTE,False,`to_csv` computes the `amount_usd` column value on the fly (not from a stored field) so the CSV output remains consistent
rep3,t08,4,promise,3,observable,QUOTE,False,The v1→v2 migration is updated so that v1 records (whose stored `amount` was already USD) are migrated with `original_currency='USD'` to avoid double-conversion under the new deferred-conversion scheme
rep3,t08,4,promise,4,observable,TEST+QUOTE,False,"Existing tests that assert early-normalization behavior (`test_add_normalizes_to_usd`, `test_stored_amounts_match_expected_usd`, the `original_currency` assertion in `test_migrate_v1_to_v2`) are updated to match the new schema"
rep3,t08,4,promise,5,observable,TEST+EXIT+QUOTE,False,`pytest` exits 0 with the full suite passing after all changes
rep3,t09,1,promise,0,observable,QUOTE,False,`tally delete <id>` removes the expense with the given integer id from the store file and prints a confirmation line (e.g. 'deleted #3')
rep3,t09,1,promise,1,observable,EXIT+QUOTE,False,Running `tally delete <id>` for a non-existent id prints an error message to stdout/stderr and returns a non-zero exit code
rep3,t09,1,promise,2,observable,FILE+QUOTE,False,"A `delete_expense(data, expense_id)` function is added to `tally/store.py` that removes the matching record from `data['expenses']` in-place and returns it (or `None` if not found)"
rep3,t09,1,promise,3,observable,FILE+QUOTE,False,A `delete` subparser is added to `build_parser()` in `tally/cli.py` with a positional `id` argument (int)
rep3,t09,1,promise,4,observable,FILE+TEST+QUOTE,False,"At least one test in `tests/test_cli.py` covers the happy path: add an expense, delete it by id, verify the store no longer contains that id"
rep3,t09,1,promise,5,vague,,False,At least one test covers the error path: delete a non-existent id returns rc != 0
rep3,t09,1,promise,6,vague,,True,All pre-existing tests continue to pass
rep3,t10,2,promise,0,observable,QUOTE+FLAG,False,Running `tally add 50 food --currency XYZ` prints a clear error message to stderr (no raw traceback) and exits with code 1
rep3,t10,2,promise,1,observable,QUOTE+FLAG,False,Running `tally add 50 food --date baddate` prints a clear error message to stderr and exits with code 1
rep3,t10,2,promise,2,observable,QUOTE,False,Running `tally report` when the store file contains malformed JSON prints a clear error message to stderr and exits with code 1
rep3,t10,2,promise,3,observable,FILE+QUOTE+FLAG,False,Running `tally export --out /no/such/dir/out.csv` prints a clear error message to stderr and exits with code 1
rep3,t10,2,promise,4,observable,FILE+TEST,False,All pre-existing tests in tests/test_cli.py continue to pass
rep3,t10,2,promise,5,vague,,False,"New tests cover the bad-currency, bad-date, and corrupt-store error paths"
rep3,t12,4,promise,0,observable,FILE,False,docs/pricing.md table row for Free plan reads 'up to 200' in the Expenses per month column
rep3,t12,4,promise,1,observable,FILE,False,docs/pricing.md Notes section reads '100 expenses per month' nowhere — replaced with '200 expenses per month' in both prose occurrences
rep3,t12,4,promise,2,observable,FILE,False,docs/faq.md answer to 'How many expenses can I track on the free plan?' reads '200 expenses per month' (replacing the two '100' references)
rep3,t12,4,promise,3,vague,,False,No other file in the repository contains a stale '100' limit in a plan-limit context
rep3,t13,1,promise,0,observable,FILE,False,README.md contains a new 'Supported currencies' section
rep3,t13,1,promise,1,vague,,False,"The section lists all six currencies: USD, EUR, GBP, SGD, JPY, INR"
rep3,t13,1,promise,2,observable,FILE,False,The listed currencies match exactly those defined in tally/rates.py
rep3,t13,1,promise,3,observable,FILE,False,No other content in README.md is modified
rep3,t14,2,promise,0,vague,,False,"README documents all 6 subcommands: add, report, list, export, stats, budget (currently stats and budget are absent)"
rep3,t14,2,promise,1,observable,FLAG,True,README mentions the --store global flag for overriding the default store path
rep3,t14,2,promise,2,observable,FLAG,False,The budget section notes that --month is required
rep3,t14,2,promise,3,vague,,False,Existing prose tone and style is preserved
rep3,t16,4,promise,0,observable,FILE+QUOTE,False,"In `tally/report.py`, `CSV_FIELDS` replaces `""amount_usd""` with `""amount""` as the primary amount column"
rep3,t16,4,promise,1,observable,QUOTE,False,"In `to_csv`, the `amount` column is populated from `original_amount` (the value the user typed), not `amount_usd`"
rep3,t16,4,promise,2,observable,QUOTE,False,"A EUR expense row in the exported CSV shows the original EUR value (e.g. 39.00) in the `amount` column, not the USD conversion"
rep3,t16,4,promise,3,observable,NUM,False,A USD expense row continues to show the same value as before (original_amount == amount_usd for USD entries)
rep3,t16,4,promise,4,observable,QUOTE,False,The `original_amount` and `original_currency` columns remain in the CSV (unchanged)
rep3,t16,4,promise,5,observable,FILE+TEST+QUOTE,False,"All tests pass: `test_export_has_header` updated to expect the new `CSV_FIELDS`; `test_export_amount_column_is_usd` updated or replaced to assert `amount` column holds the original typed value; `test_export_to_file` in `test_cli.py` updated to check for `""amount""` not `""amount_usd""`"
rep3,t17,1,promise,0,observable,FILE+EXIT,False,"cmd_add in tally/cli.py validates args.category against KNOWN_CATEGORIES imported from tally/config.py, prints a clear error naming the invalid category and listing valid ones, and returns a non-zero exit code when the category is unknown"
rep3,t17,1,promise,1,observable,FILE+TEST+EXIT,False,A new test in tests/test_cli.py asserts that calling add with an unrecognised category (e.g. 'fod') returns a non-zero exit code and produces an error message on stderr or stdout
rep3,t17,1,promise,2,vague,,False,All pre-existing tests continue to pass
rep3,t18,2,promise,0,observable,QUOTE+NUM,False,"Each category row in `format_report` output includes the count of expenses in that category (e.g., 'food (2)  100.00 USD  16.7%')"
rep3,t18,2,promise,1,observable,QUOTE,False,Each category row in `format_report` output includes that category's percentage of the grand total
rep3,t18,2,promise,2,vague,,False,The TOTAL row is updated to remain visually consistent with the new column layout
rep3,t18,2,promise,3,observable,FILE+TEST+QUOTE,False,All existing tests in `tests/test_report.py` pass without modification
rep3,t18,2,promise,4,vague,,False,At least one new test asserts that a category row contains both a count and a percentage value
rep3,t19,3,promise,0,observable,FILE+QUOTE,False,`tally/utils.py` uses `dateutil.parser.parse` as the parsing engine instead of the hand-rolled strptime loop
rep3,t19,3,promise,1,observable,QUOTE,False,"`parse_date('2024-03')` still returns `datetime.date(2024, 3, 1)` — YYYY-MM bare-month semantics (first of month) are preserved with explicit pre-processing before handing off to dateutil"
rep3,t19,3,promise,2,observable,QUOTE,False,"`parse_date('2024-03-04')` still returns `datetime.date(2024, 3, 4)`"
rep3,t19,3,promise,3,observable,QUOTE,False,"`parse_date` accepts richer formats dateutil handles (e.g. 'March 4th 2024', '04/03/2024')"
rep3,t19,3,promise,4,observable,QUOTE,False,`parse_date` still raises `ValueError` for strings dateutil cannot parse at all
rep3,t19,3,promise,5,observable,FILE+TEST+QUOTE,False,`tests/test_utils.py`'s `test_parse_bad_date_raises` is updated to use a genuinely unparseable string (e.g. 'not-a-date') since dateutil will now successfully parse 'March 4th'
rep3,t19,3,promise,6,observable,TEST+QUOTE,False,Full test suite (`pytest`) passes with zero failures or errors
rep3,t20,4,promise,0,observable,FILE+QUOTE,False,"`tally/rates.py` has `""SGD"": 0.75`"
rep3,t20,4,promise,1,observable,FILE+TEST+QUOTE+NUM,True,"`tests/test_rates.py` asserts `rates.to_usd(100.0, ""SGD"") == 75.0`"
rep3,t20,4,promise,2,observable,FILE+QUOTE,False,"`tests/conftest.py` has `74.0` replaced with `75.0` in `EXPECTED_USD`, `EXPECTED_GRAND_TOTAL` updated from `204.22` to `205.22`, and `EXPECTED_MARCH_TOTAL` updated from `172.82` to `173.82`"
rep3,t20,4,promise,3,observable,TEST,False,The full test suite passes with no failures
rep3,t21,1,promise,0,observable,FILE+QUOTE+FLAG,False,README.md contains a new section (or subsection under 'Looking at your spending') documenting the `budget --month YYYY-MM` command
rep3,t21,1,promise,1,vague,,False,The section explains that the command shows category spending compared against configured budgets
rep3,t21,1,promise,2,observable,QUOTE+FLAG,True,The section includes a usage example: `python -m tally.cli budget --month 2024-03`
rep3,t21,1,promise,3,observable,FILE,False,No other content in README.md is altered
rep3,t22,2,promise,0,observable,FILE,False,docs/faq.md retains all four existing entries unchanged
rep3,t22,2,promise,1,observable,FLAG,True,"At least five new Q&A entries are added covering CLI usage topics absent from the current FAQ: the budget command, the stats command, the list command, the export command, and the --store flag for changing the data file location"
rep3,t22,2,promise,2,observable,FILE,False,"Every factual claim in the new entries is verifiable against the actual code (cli.py, report.py, rates.py, config.py) or existing docs — nothing invented"
rep3,t22,2,promise,3,observable,FILE,False,No pricing or plan details are added beyond what pricing.md already documents
rep3,t23,3,counter_offer,0,observable,FILE,False,A new CHANGELOG.md file exists at the repository root
rep3,t23,3,counter_offer,1,vague,,False,The file follows Keep a Changelog format with an [Unreleased] section
rep3,t23,3,counter_offer,2,observable,FILE,True,The [Unreleased] section contains a changelog entry describing the budget feature as implemented in tally/config.py and tally/report.py
rep3,t23,3,counter_offer,3,vague,,False,"The entry is placed under an appropriate sub-heading (e.g., Added) within the Unreleased section"
rep3,t24,4,promise,0,observable,FILE,False,The 'How amounts are stored' section in README.md no longer states that amounts are converted to US dollars
rep3,t24,4,promise,1,vague,,False,The reworded section clearly states that amounts are stored in the currency they were entered in
rep3,t24,4,promise,2,observable,FILE,False,No other sections of README.md are modified
rep3,t24,4,promise,3,vague,,False,The reworded section is coherent and reads naturally in context
